evidence_id,evidence_type,building_id,link_method,reason,filename,source_collection,caption,original_image_url
bhuj_2001_036,image,bldg_6450eaab7e8f,caption_group,Image belongs to a same-caption group inside one source collection.,036_imdf02035.jpg,GEER_Bhuj_2001,"HYDERABAD, PAKISTAN: People gather near a collapsed building in Hyderabad, about 100 miles from Pakistan's port city of Karachi, after an earthquake January 26, 2001. At least two children were reported dead in Pakistan after residents across key cities felt strong tremors on Friday from the powerful earthquake, the epicentre of which was in neighboring India, where at least 374 people died. REUTERS/Akram Shahid",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/imdf02035.jpg
bhuj_2001_037,image,bldg_99e6330bd2cc,caption_group,Image belongs to a same-caption group inside one source collection.,037_mdf12202.jpg,GEER_Bhuj_2001,"JIKADI: An aerial picture shows the villagers amidst their destroyed homes in Jikadi in the western Indian state of Gujarat on February 2, 2001. One week after the earthquake struck on January 26, killing an estimated 30,000 people, some outlying villages are just now receiving their first aid supplies. (Kamal Kishore/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf12202.jpg
bhuj_2001_038,image,bldg_e484c12d2f1d,caption_group,Image belongs to a same-caption group inside one source collection.,038_1073995795.jpg,GEER_Bhuj_2001,"KADHAN, PAKISTAN: Quake floods Pakistan sugarcane farms, ruins crops - Farmer Mohammad Usman inspects his land in Kadhan village in the Badin district of southern Sindh province, some 250 km from the port city of Karachi, on January 27, 2001. REUTERS/Zahid Hussein",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/1073995795.jpg
bhuj_2001_039,image,bldg_a15b56e62f27,caption_group,Image belongs to a same-caption group inside one source collection.,039_30q8.jpg,GEER_Bhuj_2001,"KANDLA: On the outskirts of this port city, cars slowed down, alerting one to the disaster ahead.",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/30q8.jpg
bhuj_2001_040,image,bldg_1dd72e0083c8,caption_group,Image belongs to a same-caption group inside one source collection.,040_capt14.jpg,GEER_Bhuj_2001,"KANDLA: Kandla, India's largest port, wears a deserted look as containers and cargo await loading onto stranded ships, in western India, Friday Feb. 2, 2001. Five foreign cargo vessels are among six ships berthed at Kandla port with no departure schedules since port authorities are busy with quake relief work. The port, which has lost US$ 2 million in revenue, is vital to India's economy and handles one-third of India's imports. Thousands of people were killed in last Friday's 7.9 magnitude earthquake that rocked western India. (AP Photo/Siddharth Darshan)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt14.jpg
bhuj_2001_041,image,bldg_5c0fc1deefc0,caption_group,Image belongs to a same-caption group inside one source collection.,041_capt6.jpg,GEER_Bhuj_2001,"KARABAU: A survivor walks among the rubble in the village of Karabau, some 50 kilometers (31 miles) east of Bhuj, in western India, Monday Jan. 29, 2001. The village was near in the epicenter of a 7.9-magnitude earthquake that hit the area last Friday. Thousands of people have been killed and many more left homeless by the earthquake. (AP Photo/Enric Marti)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt6.jpg
bhuj_2001_042,image,bldg_1ba54801ed68,caption_group,Image belongs to a same-caption group inside one source collection.,042_capt18.jpg,GEER_Bhuj_2001,"KHANGARPUR: Suresh Bhai, left, puts his hand into a crater created by the Jan. 26, 2001 earthquake near its epicenter in Khangarpur, western India, Tuesday Feb. 13, 2001. Suresh travelled 600 kms (373 miles) from his hometown Bharuch, to have a look at the epicenter area. Thousands of people have perished and millions have been rendered homeless from the earthquake that hit the Kutch region on Jan. 26. (AP Photo/Amit Bhargava)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt18.jpg
bhuj_2001_043,image,bldg_b12f52fca1b4,caption_group,Image belongs to a same-caption group inside one source collection.,043_capt19.jpg,GEER_Bhuj_2001,"KHANGARPUR: Mohan Bhai, center, inserts a stick into a crater that resulted from the massive earthquake of Jan. 26 to measure it's depth near the epicenter in Khangarpur, western India, Tuesday Feb. 13, 2001. Thousands of people have perished and millions rendered homeless in the earthquake that hit the Kutch region on Jan. 26. (AP Photo/Amit Bhargava)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt19.jpg
bhuj_2001_044,image,bldg_a62b07edb0d3,caption_group,Image belongs to a same-caption group inside one source collection.,044_mdf12927.jpg,GEER_Bhuj_2001,"KHAVDA: Houses in the village of Khavda, in the western corner of India, lie destroyed February 5, 2001, after some 30,000 people were killed by the January 26 quake. Indian authorities promised to erect tent cities for hundreds of thousands of homeless people in the area, but many survivors were throwing caution to the wind and returning to their crumbling homes. (Kamal Kishore/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf12927.jpg
bhuj_2001_045,image,bldg_cfeef21fa608,caption_group,Image belongs to a same-caption group inside one source collection.,045_toi45.jpg,GEER_Bhuj_2001,"RAMDEVNAGAR: Even after 48 hrs, rescue teams were yet to reach this building in Ramdevnagar",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/toi45.jpg
bhuj_2001_046,image,bldg_533fdc497b59,caption_group,Image belongs to a same-caption group inside one source collection.,046_capt1.jpg,GEER_Bhuj_2001,"RAPAR: The earthquake-hit village of Rapar, India, 120 kilometers (75 miles) east of Bhuj, is seen in this aerial picture Wednesday, Jan. 31, 2001. Officials say that the death toll in this small village alone could be over 400. The government of the western Gujarat state, where the epicenter of Friday's 7.9-magnitude quake was located, said 12,000 bodies had been recovered and the death toll was likely to reach 25,000. The United Nations estimated there are 200,000 homeless in Gujarat. (AP Photo/Sherwin Crasto)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt1.jpg
bhuj_2001_047,image,bldg_dfccf16ed471,caption_group,Image belongs to a same-caption group inside one source collection.,047_capt10.jpg,GEER_Bhuj_2001,"RAPAR: Young Rupes holds onto his mother Kantaben as father Haribhai Chassi displays his quake-hit house, in Rapar village, 120 kms (75 miles) east of Bhuj, Thursday Feb 1, 2001. Officials say that the death toll in the village alone could be over 400. Thousands of people are believed to have been killed in Friday's 7.9 magnitude earthquake that rocked the western region of India. (AP Photo/Sherwin Crasto)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt10.jpg
bhuj_2001_048,image,bldg_4365b3085333,caption_group,Image belongs to a same-caption group inside one source collection.,048_capt11.jpg,GEER_Bhuj_2001,"RAPAR: Daksaben Pantaki walks cautiously while leaving her house, at quake-hit Rapar village, 120 kilometers (74.4 miles) east of Bhuj, Thursday, Feb. 1, 2001. Officials say that the death toll in the village alone could be over 400 people. Thousands of people are believed to have been killed in Friday's 7.9 magnitude earthquake that rocked the western region of India. (AP Photo/Sherwin Crasto)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt11.jpg
bhuj_2001_049,image,bldg_3589166bf7d4,caption_group,Image belongs to a same-caption group inside one source collection.,049_capt4.jpg,GEER_Bhuj_2001,"RATNAL: Village women scavenge to collect whatever is left intact in Ratnal, India, Tuesday, Jan. 30, 2001. A massive earthquake which hit the region on Friday killed many thousands and left hundreds of thousands homeless. (AP Photo/Saurabh Das)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt4.jpg
bhuj_2001_050,image,bldg_ee474c6ab4ae,caption_group,Image belongs to a same-caption group inside one source collection.,050_30q7.jpg,GEER_Bhuj_2001,"RATLAN: On the way to Bhuj, villages are quite literally debris. Hundreds of residents can be found digging for their possessions.",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/30q7.jpg
bhuj_2001_051,image,bldg_c3e45657cc34,caption_group,Image belongs to a same-caption group inside one source collection.,051_mdf11338.jpg,GEER_Bhuj_2001,"SUKHPAR: People walk past a building destroyed by the earthquake in the small village of Sukhpar, about six miles from the western Indian city of Bhuj, on January 30, 2001. India's defense minister said on that the death toll from the quake could be as high as 100,000, although the Gujarat state government still estimates the toll at between 15,000 and 20,000. (Kamal Kishore/Reuters)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/mdf11338.jpg
bhuj_2001_052,image,bldg_c69f76013a49,caption_group,Image belongs to a same-caption group inside one source collection.,052_capt20.jpg,GEER_Bhuj_2001,"SUKHPAR: Harji Khetane, right, and Manju Khetane, left, rebuild their earthquake damaged house in Sukhpar, western India, Wednesday Feb. 14, 2001. The state government said it has recovered nearly 18,000 bodies since the Jan. 26 earthquake, although state officials estimate the actual death toll is around 30,000. The worst affected towns are Bhuj, Bhachau and Anjar, where nearly 90 percent of homes and businesses were flattened or badly damaged. More than 1 million have been left homeless. (AP Photo/Amit Bhargava)",https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/capt20.jpg
bhuj_2001_053,image,bldg_f892b2e5d08b,caption_group,Image belongs to a same-caption group inside one source collection.,053_30q9.jpg,GEER_Bhuj_2001,VONDH: Newly built checkposts outside the first quake-hit village are early testament of what lies on the way to Bhuj.,https://geerassociation.org/components/com_geer_reports/geerfiles/Bhuj_2001/30q9.jpg
bhuj_2001_slideshare_001,image,bldg_122225214f45,caption_group,Image belongs to a same-caption group inside one source collection.,001_Earthquack-2001-Bhuj-Gujarat-1-2048.webp,SlideShare_Bhuj_2001,SHREE SWAMI ATMANAND SARSWATI INSTITUTE of TECHNOLOGY PREPARED BY: Gaurang Kakadiya,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-1-2048.jpg
bhuj_2001_slideshare_002,image,bldg_593600089350,caption_group,Image belongs to a same-caption group inside one source collection.,002_Earthquack-2001-Bhuj-Gujarat-2-2048.webp,SlideShare_Bhuj_2001,2,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-2-2048.jpg
bhuj_2001_slideshare_003,image,bldg_a6be9ac911fa,caption_group,Image belongs to a same-caption group inside one source collection.,003_Earthquack-2001-Bhuj-Gujarat-3-2048.webp,SlideShare_Bhuj_2001,"Introduction Time & date : 8:46 am 26 January 2001 Place : Bhuj, Gujarat Magnitude : 7.9 Intensity : X Epicenter : 23.419°N 70.232°E Focal length : 23 kms Season : Winter Damages : •Over 18,600 persons are dead and over 167,000 injured. •The estimated economic loss due to this quake is placed at around Rs.22,000 Crores. 3",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-3-2048.jpg
bhuj_2001_slideshare_004,image,bldg_f6784e67334e,caption_group,Image belongs to a same-caption group inside one source collection.,004_Earthquack-2001-Bhuj-Gujarat-4-2048.webp,SlideShare_Bhuj_2001,"• The earthquake was felt in most parts of the country and 20 districts in the state of Gujarat sustained damage. • The entire Kutch region of Gujarat, enclosed on three sides by the Great Runn of Kutch, the Little Runn of Kutch and the Arabian Sea, sustained highest damage with maximum intensity of shaking as high as X on the MSK intensity scale. • Twenty-one of the total 25 districts of the state was affected in this quake. Around 18 towns, 182 talukas and 7904 villages in the affected districts have seen large-scale devastation. • The affected areas even spread up to 300 km from the epicenter. • In the Kutch District, four major urban areas – Bhuj, Anjar, Bachau and Rapar suffered near total destruction. • The rural areas in the region are also very badly affected with over 450 villages almost totally destroyed 4",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-4-2048.jpg
bhuj_2001_slideshare_005,image,bldg_056c116c5e63,caption_group,Image belongs to a same-caption group inside one source collection.,005_Earthquack-2001-Bhuj-Gujarat-5-2048.webp,SlideShare_Bhuj_2001,CAUSES OF EARTHQUAKES • Plate Tectonics The Indo-Australian and the Eurasian Plate collide into each other at the rate of around 2 cm per year and India lies on this margin. 5,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-5-2048.jpg
bhuj_2001_slideshare_006,image,bldg_ad4c65038721,caption_group,Image belongs to a same-caption group inside one source collection.,006_Earthquack-2001-Bhuj-Gujarat-6-2048.webp,SlideShare_Bhuj_2001,"Seismic Zone Map of India :- 2002 About 65 percent of the land area of India is liable to seismic hazard damage •26% under MSK Intensity VII, •18% under VIII and •12% under IX and higher 6",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-6-2048.jpg
bhuj_2001_slideshare_007,image,bldg_2d84a20f9ca7,caption_group,Image belongs to a same-caption group inside one source collection.,007_Earthquack-2001-Bhuj-Gujarat-7-2048.webp,SlideShare_Bhuj_2001,1819 Gujarat [Kutch] (2000 deaths) 2001 Gujarat [Bhuj] (13805 deaths) 7,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-7-2048.jpg
bhuj_2001_slideshare_008,image,bldg_85b138dad3e1,caption_group,Image belongs to a same-caption group inside one source collection.,008_Earthquack-2001-Bhuj-Gujarat-8-2048.webp,SlideShare_Bhuj_2001,"Earthquack 2001 Bhuj,Gujarat — slide 8 of 33",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-8-2048.jpg
bhuj_2001_slideshare_009,image,bldg_302b9ba33a80,caption_group,Image belongs to a same-caption group inside one source collection.,009_Earthquack-2001-Bhuj-Gujarat-9-2048.webp,SlideShare_Bhuj_2001,Site of destruction of the villages 9,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-9-2048.jpg
bhuj_2001_slideshare_010,image,bldg_ba262f822288,caption_group,Image belongs to a same-caption group inside one source collection.,010_Earthquack-2001-Bhuj-Gujarat-10-2048.webp,SlideShare_Bhuj_2001,Reinforced Concrete Buildings Total collapse of a portion of a 10-storey residential building in Ahmedabad.10,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-10-2048.jpg
bhuj_2001_slideshare_011,image,bldg_7008da2b59f3,caption_group,Image belongs to a same-caption group inside one source collection.,011_Earthquack-2001-Bhuj-Gujarat-11-2048.webp,SlideShare_Bhuj_2001,11 Collapse of open ground storey RC frame residential building in Bhuj. RC frame buildings can break apart!!,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-11-2048.jpg
bhuj_2001_slideshare_012,image,bldg_b039d7e4d911,caption_group,Image belongs to a same-caption group inside one source collection.,012_Earthquack-2001-Bhuj-Gujarat-12-2048.webp,SlideShare_Bhuj_2001,Collapse of intermediate storey in a 6-storey RC frame commercial building at Bhuj. 12 Collapse of one-half of the 14- storey RC frame residential apartment building in Ahmedabad,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-12-2048.jpg
bhuj_2001_slideshare_013,image,bldg_92f4491ed296,caption_group,Image belongs to a same-caption group inside one source collection.,013_Earthquack-2001-Bhuj-Gujarat-13-2048.webp,SlideShare_Bhuj_2001,13 Insufficient connection between the RC elevator core and rest of the building Ground storey collapse of a 4-storey building at Bhuj.,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-13-2048.jpg
bhuj_2001_slideshare_014,image,bldg_a5edaf64977c,caption_group,Image belongs to a same-caption group inside one source collection.,014_Earthquack-2001-Bhuj-Gujarat-14-2048.webp,SlideShare_Bhuj_2001,Brick Masonry Collapse of the upper storey of a building under construction at Bhachau village. Collapse of the brick masonry railroad station building at Vondh. 14,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-14-2048.jpg
bhuj_2001_slideshare_015,image,bldg_3c2dce27b91b,caption_group,Image belongs to a same-caption group inside one source collection.,015_Earthquack-2001-Bhuj-Gujarat-15-2048.webp,SlideShare_Bhuj_2001,Partial collapse of the roof and brick chimney at the Mangalore roof tile factory near Morbi. 15 Close-up view shows the cyclic shear cracks in the upper portion of another precariously balanced brick chimney near Morbi.,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-15-2048.jpg
bhuj_2001_slideshare_016,image,bldg_ddd8cafdb5ce,caption_group,Image belongs to a same-caption group inside one source collection.,016_Earthquack-2001-Bhuj-Gujarat-16-2048.webp,SlideShare_Bhuj_2001,Small Block Stone Masonry Collapse of upper story of a commercial building in old Bhuj. Out-of-plane collapse of masonry wall. 16,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-16-2048.jpg
bhuj_2001_slideshare_017,image,bldg_7876b97da324,caption_group,Image belongs to a same-caption group inside one source collection.,017_Earthquack-2001-Bhuj-Gujarat-17-2048.webp,SlideShare_Bhuj_2001,Large Block Stone Masonry collapse of staircase and collapse of the corner of two storey large block stone masonry houses without lintel bands in Bhuj. 17,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-17-2048.jpg
bhuj_2001_slideshare_018,image,bldg_b20e1609ac5a,caption_group,Image belongs to a same-caption group inside one source collection.,018_Earthquack-2001-Bhuj-Gujarat-18-2048.webp,SlideShare_Bhuj_2001,Total collapse of traditional houses in random rubble stone masonary with mud mortar at Maliya and Samakhyali villages. 18 Random Rubble Masonry,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-18-2048.jpg
bhuj_2001_slideshare_019,image,bldg_6c7778e30cfd,caption_group,Image belongs to a same-caption group inside one source collection.,019_Earthquack-2001-Bhuj-Gujarat-19-2048.webp,SlideShare_Bhuj_2001,Damage to the Bhid gate at Bhuj. This gate seems to have been rehabilitated earlier also. 19 Monumental Structures Partial collapse of the walls of the historic fort at Bhuj.,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-19-2048.jpg
bhuj_2001_slideshare_020,image,bldg_4d1ee83d17f5,caption_group,Image belongs to a same-caption group inside one source collection.,020_Earthquack-2001-Bhuj-Gujarat-20-2048.webp,SlideShare_Bhuj_2001,Collapse of the temple pagodas made of large block stone masonry at Halvad near Ahmedabad. 20 Partially collapsed pagoda at the palace at Morbi.,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-20-2048.jpg
bhuj_2001_slideshare_021,image,bldg_f849eca6a971,caption_group,Image belongs to a same-caption group inside one source collection.,021_Earthquack-2001-Bhuj-Gujarat-21-2048.webp,SlideShare_Bhuj_2001,"Surajbadi sustained severe damage at the bearings at most piers, and has lateral movement of the deck at one of the piers. Close-up view of the damage sustained at the bearings on most piers of the old Surajbadi bridge. 21 Bridge",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-21-2048.jpg
bhuj_2001_slideshare_022,image,bldg_13da30ace16b,caption_group,Image belongs to a same-caption group inside one source collection.,022_Earthquack-2001-Bhuj-Gujarat-22-2048.webp,SlideShare_Bhuj_2001,Damage to the unequal- height bed blocks at the RC bridge near Vondh. 22 A number of old masonry arch bridges for Indian railways sustained extensive damage. This bridge is about 88 years old.,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-22-2048.jpg
bhuj_2001_slideshare_023,image,bldg_fc623cbdd866,caption_group,Image belongs to a same-caption group inside one source collection.,023_Earthquack-2001-Bhuj-Gujarat-23-2048.webp,SlideShare_Bhuj_2001,Earth Dams Damages on Tappar Dam Lateral spreading at the toe of the Kaswati Dam. 23,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-23-2048.jpg
bhuj_2001_slideshare_024,image,bldg_b856270a9612,caption_group,Image belongs to a same-caption group inside one source collection.,024_Earthquack-2001-Bhuj-Gujarat-24-2048.webp,SlideShare_Bhuj_2001,Failure of the upstream slope of the Fatehgadh dam. downstream section of Rudramata. 24 Cracks on the Suvi dam,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-24-2048.jpg
bhuj_2001_slideshare_025,image,bldg_158e7ccd6887,caption_group,Image belongs to a same-caption group inside one source collection.,025_Earthquack-2001-Bhuj-Gujarat-25-2048.webp,SlideShare_Bhuj_2001,"Rail,Road and Highway Embankments • Massive slope failure of the rail-road embankment near Navlakhi port resulting in fracture of rails, and damage to prestressed concrete sleepers. • The rails were hanging by about 1.0 to 1.5 meters after the earthquake. 25",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-25-2048.jpg
bhuj_2001_slideshare_026,image,bldg_14485fa8e9a2,caption_group,Image belongs to a same-caption group inside one source collection.,026_Earthquack-2001-Bhuj-Gujarat-26-2048.webp,SlideShare_Bhuj_2001,Damage to highway pavement near Rapar due to lateral spreading of soil. Damage to kerb of highway pavement due to lateral spreading of soil. 26,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-26-2048.jpg
bhuj_2001_slideshare_027,image,bldg_71237fc720f4,caption_group,Image belongs to a same-caption group inside one source collection.,027_Earthquack-2001-Bhuj-Gujarat-27-2048.webp,SlideShare_Bhuj_2001,"Geotechnical Damages • The earthquake caused excellent examples of large-scale liquefaction and embankment failures. • The Great Runn of Kutch, the Arabian Sea and the Little Runn of Kutch lock the affected area on its three sides. • This enclosed area at near sea level sustained extensive liquefaction. (a phenomenon of quicksand condition by virtue of which the soil looses the capacity to hold structures in place). Liquefaction Effects Extensive liquefaction in the Runn of Kutch; this did not affect the performance of the high-tension transmission lines in the area. 27",https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-27-2048.jpg
bhuj_2001_slideshare_028,image,bldg_57d30fe430c0,caption_group,Image belongs to a same-caption group inside one source collection.,028_Earthquack-2001-Bhuj-Gujarat-28-2048.webp,SlideShare_Bhuj_2001,Extensive liquefaction near a 3-storey RC frame office building at Kandla port; building sustained only minor cracks in the walls. Extensive liquefaction near India Bridge at Khawda (The Great Runn of Kutch). 28,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-28-2048.jpg
bhuj_2001_slideshare_029,image,bldg_312026560e93,caption_group,Image belongs to a same-caption group inside one source collection.,029_Earthquack-2001-Bhuj-Gujarat-29-2048.webp,SlideShare_Bhuj_2001,The area also offered examples of good RC detailing Preventive Measures,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-29-2048.jpg
bhuj_2001_slideshare_030,image,bldg_9a938567bb45,caption_group,Image belongs to a same-caption group inside one source collection.,030_Earthquack-2001-Bhuj-Gujarat-30-2048.webp,SlideShare_Bhuj_2001,A structural steel member was placed adjoining the RC damaged column. The old columns together with the adjoining steel member were jacketed with concrete. Retrofitting,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-30-2048.jpg
bhuj_2001_slideshare_031,image,bldg_c16d5f5d903e,caption_group,Image belongs to a same-caption group inside one source collection.,031_Earthquack-2001-Bhuj-Gujarat-31-2048.webp,SlideShare_Bhuj_2001,• Retrofitting of weak structures in highly seismic zones. • The new frame to be encased in concrete rested on the finished ground floor and not carried to the foundation. Even the plaster of beams and columns was not removed.,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-31-2048.jpg
bhuj_2001_slideshare_032,image,bldg_c206abf48021,caption_group,Image belongs to a same-caption group inside one source collection.,032_Earthquack-2001-Bhuj-Gujarat-32-2048.webp,SlideShare_Bhuj_2001,32 http://www.nicee.org/Bhuj.php References http://en.wikipedia.org/wiki/2001_Gujarat_earthquake http://asc-india.org/lib/20010126-kachchh.htm http://www.geerassociation.org/GEER_Post%20EQ %20Reports/Bhuj_2001/india_photo.html,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-32-2048.jpg
bhuj_2001_slideshare_033,image,bldg_b3e42a9d95dd,caption_group,Image belongs to a same-caption group inside one source collection.,033_Earthquack-2001-Bhuj-Gujarat-33-2048.webp,SlideShare_Bhuj_2001,THANK 33 YOU,https://image.slidesharecdn.com/finaleq-150316214442-conversion-gate01/75/Earthquack-2001-Bhuj-Gujarat-33-2048.jpg
